NFCSID,A1,Retirement_Account,Contribute_Retirement,Own_Stocks,B2_2,Own_MutualFunds,Own_ETFs,Own_Annuities,B2_7,B2_20,Own_REITs,B2_22,B2_23,B2_24,B2_25,B3,B4,B5,B6,B20,B21,Risk_Tolerance,B11,B23,B24,B25,B26,C20_1,C20_2,C20_3,C20_4,C20_5,Advisor_Approval,C22_1,C22_2,C22_3,C22_4,C23_1,C23_2,C23_3,C23_4,C24,Fee_Confidence,C26,C7,Market_Confidence_LongTerm,Market_Fairness_Confidence,D2,Market_Performance,D20,D21,D4,E1_1,E20,E5,E6,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F2_1,F2_2,F2_5,F2_6,F2_20,F2_21,F2_22,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F4,F5,F20,Investing_Comfort,Financial_Comfort,G20,Stock_Ownership_Knowledge,G5,Stock_vs_Bond_Knowledge,Financial_Knowledge_TrueFalse,G21,Risk_Perception_Knowledge,G22,G11,G12,G13,H2,H3,WGT1,Gender,Age Group,Ethnicity,Education,Annual Income,Investing_Comfort_score,Financial_Comfort_score,Market_Confidence_LongTerm_score,Market_Fairness_Confidence_score,Fee_Confidence_score,Own_Stocks_score,Own_MutualFunds_score,Own_ETFs_score,Own_Annuities_score,Own_REITs_score,Retirement_Account_score,Contribute_Retirement_score,Risk_Tolerance_score,Market_Performance_score,Advisor_Approval_score,Stock_Ownership_Knowledge_score,Stock_vs_Bond_Knowledge_score,Financial_Knowledge_TrueFalse_score,Risk_Perception_Knowledge_score,Total_Score,FinLit_Level
2018024423,Primary decision-maker,2,1,1,Yes,1,1,1,No,Yes,2,No,Yes,No,No,Prefer not to say,Prefer not to say,Prefer not to say,No Response Given,No Response Given,Prefer not to say,1,Prefer not to say,Yes,Extremely risky,No,No,Sometimes,Frequently,Prefer not to say,Never,Never,1.0,Frequently,Never,Never,Never,No,No,No,Yes,Prefer not to say,No Response Given,Yes,Yes,2,1,Don't know,98,Bought,Buy,7 - Strongly agree,1 - Not at all confident,No,Both,In-person meeting,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Prefer not to say,No Response Given,No Response Given,No Response Given,7,5,7 - Strongly agree,1,Own a part of the company,1,99,Prefer not to say,98,Less likely to decline,Lower risk,Prefer not to say,Prefer not to say,Yes,Yes,0.910655279,1,3,2,1,2,7,5,2,1,No Response Given,3,3,3,2,1,1,3,5,0,5.0,2,0,0,0,43.0,Below Average
2018024424,Share decision-making,2,1,2,No,1,2,2,No,Yes,2,No,No,No,No,None,"$2,000 to < $5,000",No,No Response Given,No Response Given,No,3,Less than half,Yes,Don't know,No,No,Never,Never,Sometimes,Never,Never,No Response Given,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,10.0,Yes,No,1,1,Don't know,2,Neither,Neither,4 - Neither agree nor disagree,4,No,Don't know,Paper mail,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,5,5,5,99,Don't know,98,1,True,98,Don't know,Don't know,Don't know,Don't know,Yes,Yes,0.910655279,2,3,1,1,1,5,5,1,1,10.0,1,3,1,1,1,1,3,2,3,No Response Given,0,0,2,0,40.0,Below Average
2018024432,Primary decision-maker,1,1,1,No,1,1,2,No,No,2,No,No,No,No,4 to 10 times,"$5,000 to < $10,000",No,No Response Given,No Response Given,No,2,More than half,No,No Response Given,No Response Given,No Response Given,Frequently,Frequently,Sometimes,Never,Never,1.0,Frequently,Sometimes,Sometimes,Never,No,Yes,Yes,No,0.5% to < 1%,6.0,No,No,7,7,10% to 14.9%,3,Bought,Buy,3,7,No,Both,Paper mail,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No Response Given,No Response Given,No Response Given,8,5,6,1,Lent money to the company,3,1,True,1,Don't know,Lower risk,$500,Sell at a loss,Yes,Yes,0.609443224,1,3,1,2,2,8,5,7,7,6.0,3,3,3,1,1,3,3,4,5,5.0,2,0,2,2,70.0,High
2018024445,Share decision-making,1,1,2,No,1,2,2,No,No,2,No,No,No,No,None,"$10,000 to < $25,000",Don't know,No Response Given,No Response Given,Don't know,3,Less than half,Yes,Extremely risky,No,No,Frequently,Sometimes,Never,Never,Never,2.0,Never,Never,Never,Never,Yes,Yes,Yes,Don't know,0.5% to < 1%,6.0,Yes,Yes,7,8,0% to 4.9%,3,Neither,Neither,3,7,Yes,Both,Paper mail,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,6,4,4 - Neither agree nor disagree,1,Lent money to the company,1,1,False,98,Don't know,Don't know,$250,Sell before peak,Yes,Yes,1.566607663,2,1,1,2,2,6,4,7,8,6.0,1,3,1,1,1,3,3,2,5,3.0,2,0,2,0,58.0,Average
2018024466,Primary decision-maker,1,1,1,No,2,2,2,No,Yes,2,No,Yes,No,No,1 to 3 times,"$25,000 to < $50,000",No,No Response Given,No Response Given,No,2,Less than half,Yes,Moderately risky,No,Yes,Sometimes,Sometimes,Sometimes,Never,Never,1.0,Never,Sometimes,Sometimes,Never,Yes,Yes,No,Yes,0.5% to < 1%,4.0,No,No,7,6,5% to 9.9%,3,Neither,Sell,7 - Strongly agree,6,Yes,Both,Paper mail,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Yes,Yes,No,Don't know,No,No Response Given,No,No Response Given,6,5,6,1,Don't know,98,1,True,1,Don't know,Can be tax-free,$250,Sell before peak,Yes,Yes,0.609443224,1,3,2,2,3,6,5,7,6,4.0,3,1,1,1,1,3,3,4,5,5.0,2,0,2,2,61.0,Average
2018024474,Primary decision-maker,1,1,1,No,2,1,2,No,No,1,Yes,No,No,No,11 times or more,Prefer not to say,Yes,No,No Response Given,No,3,Less than half,Yes,Extremely risky,No,No,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,No,0.5% to < 1%,5.0,No,No,9,98,10% to 14.9%,3,Bought,Neither,2,7,No,Both,Email delivery,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No Response Given,No Response Given,No Response Given,10,7,7 - Strongly agree,1,Lent money to the company,2,2,False,1,Lower fees/expenses,Can be tax-free,$0,Sell borrowed shares,Yes,No,0.609443224,1,3,1,2,3,10,7,9,0,5.0,3,1,3,1,3,3,3,2,5,No Response Given,2,2,0,2,61.0,Average
2018024475,Primary decision-maker,1,1,1,No,1,1,1,No,Yes,2,No,No,No,No,1 to 3 times,"$25,000 to < $50,000",No,No Response Given,No Response Given,Don't know,3,More than half,Yes,Extremely risky,No,No,Sometimes,Sometimes,Frequently,Never,Never,2.0,Sometimes,Sometimes,Frequently,Never,No,Yes,Yes,No,Do not pay any fees,9.0,No,No,8,98,5% to 9.9%,2,Neither,Buy,4 - Neither agree nor disagree,7,No,Both,Paper mail,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,10,7,6,1,Lent money to the company,2,2,False,1,Lower fees/expenses,Can be tax-free,$250,Sell soon after buying,No,Yes,0.910655279,1,3,1,1,2,10,7,8,0,9.0,3,3,3,2,1,3,3,2,3,3.0,2,2,0,2,66.0,Average
2018024478,Share decision-making,1,1,1,Yes,2,98,2,Don't know,Yes,98,Don't know,No,Don't know,Don't know,None,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,Don't know,3,Don't know,Yes,Moderately risky,No,Don't know,Sometimes,Sometimes,Sometimes,Never,Sometimes,1.0,Sometimes,Sometimes,Sometimes,Sometimes,Yes,Yes,Yes,Yes,Don't know,No Response Given,Yes,Yes,9,9,Don't know,2,Neither,Neither,1 - Strongly disagree,6,Yes,Protecting investors,In-person meeting,No,No,No,No,No,No,Don't know,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,No Response Given,5,4,4 - Neither agree nor disagree,1,Don't know,2,98,True,1,Don't know,Don't know,Don't know,Don't know,Yes,Yes,1.566607663,2,1,1,2,3,5,4,9,9,No Response Given,3,1,0,1,0,3,3,2,3,5.0,2,2,0,2,54.0,Average
2018024483,Primary decision-maker,1,1,2,No,1,2,1,No,No,2,No,No,No,No,None,"$1,000,000 or more",Don't know,No Response Given,No Response Given,No,4,More than half,Yes,Very risky,No,No,Frequently,Sometimes,Never,Never,Never,1.0,Frequently,Frequently,Never,Never,No,Don't know,No,Don't know,Don't know,No Response Given,Yes,Yes,3,3,5% to 9.9%,3,Neither,Neither,7 - Strongly agree,5,No,Protecting institutions,In-person meeting,No,Yes,Yes,Yes,Don't know,Don't know,No,Prefer not to say,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,3,3,4 - Neither agree nor disagree,1,Don't know,98,1,False,1,Lower fees/expenses,Can be tax-free,Don't know,Sell at a loss,Yes,No,0.910655279,2,3,1,1,2,3,3,3,3,No Response Given,1,3,1,2,1,3,3,1,5,5.0,2,0,2,2,43.0,Below Average
2018024490,Primary decision-maker,1,1,1,Yes,1,1,2,No,No,2,No,No,No,No,11 times or more,"$500,000 to < $1,000,000",Yes,No,No Response Given,No,2,More than half,Yes,Extremely risky,No,No,Frequently,Sometimes,Sometimes,Never,Never,2.0,Frequently,Sometimes,Never,Never,Yes,No,Yes,No,1% to < 2%,10.0,No,No,9,7,5% to 9.9%,3,Neither,Buy,2,8,Yes,Both,Access on Internet,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No Response Given,No,No,7,5,6,1,Lent money to the company,3,2,True,1,Less risky short term,Can be tax-free,$250,Sell at a loss,Yes,No,0.609443224,1,3,1,2,2,7,5,9,7,10.0,3,3,3,1,1,3,3,4,5,3.0,2,0,0,2,71.0,High
2018024493,Share decision-making,1,1,2,No,2,2,2,No,Yes,2,No,No,No,Yes,None,"$50,000 to < $100,000",Don't know,No Response Given,No Response Given,Don't know,3,None,No,No Response Given,No Response Given,No Response Given,Never,Sometimes,Sometimes,Never,Never,No Response Given,Prefer not to say,Never,Never,Never,No,No,No,No,Do not pay any fees,9.0,No,No,9,9,5% to 9.9%,2,Neither,Buy,6,8,No,Protecting investors,Paper mail,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,No Response Given,7,6,5,1,Don't know,2,2,True,1,Don't know,Don't know,$0,Sell borrowed shares,No,No,0.609443224,1,3,1,2,2,7,6,9,9,9.0,1,1,1,1,1,3,3,2,3,No Response Given,2,2,0,2,62.0,Average
2018024502,Primary decision-maker,1,1,1,Yes,1,2,1,Don't know,No,2,No,No,No,No,None,"$500,000 to < $1,000,000",Don't know,No Response Given,No Response Given,No,3,Less than half,Yes,Don't know,No,No,Frequently,Sometimes,Never,Never,Never,1.0,Sometimes,Sometimes,Never,Never,No,No,No,Yes,0.5% to < 1%,10.0,Yes,No,6,6,5% to 9.9%,2,Neither,Don't know,3,7,Don't know,Both,Email delivery,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Response Given,No,No Response Given,8,5,6,1,Don't know,98,2,False,1,Don't know,Don't know,$500,Don't know,No,No,0.910655279,2,3,1,1,2,8,5,6,6,10.0,3,3,1,2,1,3,3,2,3,5.0,2,0,0,2,65.0,Average
2018024513,Primary decision-maker,1,1,98,Don't know,98,98,98,Don't know,Don't know,1,Don't know,Don't know,Don't know,Don't know,None,"$100,000 to < $250,000",No,No Response Given,No Response Given,No,3,Don't know,Yes,Extremely risky,No,No,Frequently,Never,Never,Never,Never,2.0,Never,Never,Never,Never,Yes,Yes,Yes,Yes,Don't know,No Response Given,Yes,No,10,7,5% to 9.9%,3,Neither,Neither,2,9,Yes,Both,In-person meeting,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,Yes,No Response Given,7,3,7 - Strongly agree,1,Lent money to the company,2,1,True,1,Don't know,Can be tax-free,$250,Don't know,Yes,Yes,0.910655279,1,3,1,1,2,7,3,10,7,No Response Given,0,0,0,0,3,3,3,2,5,3.0,2,2,2,2,54.0,Average
2018024518,Primary decision-maker,1,1,1,No,1,1,2,No,Yes,2,No,No,No,No,4 to 10 times,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,Don't know,2,More than half,Yes,Extremely risky,No,Don't know,Sometimes,Sometimes,Frequently,Frequently,Never,2.0,Sometimes,Sometimes,Frequently,Never,Yes,Yes,Yes,Don't know,0.5% to < 1%,8.0,No,No,10,8,10% to 14.9%,3,Neither,Sell,6,9,Yes,Both,Email delivery,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No Response Given,No Response Given,No,8,5,7 - Strongly agree,1,Lent money to the company,2,1,False,1,Lower fees/expenses,Can be tax-free,$250,Sell at a loss,Yes,Yes,0.609443224,2,3,2,2,3,8,5,10,8,8.0,3,3,3,1,1,3,3,4,5,3.0,2,2,2,2,76.0,High
2018024523,Primary decision-maker,1,1,1,No,2,1,1,No,No,2,Yes,No,No,No,11 times or more,"$100,000 to < $250,000",Yes,No,No Response Given,No,3,More than half,Yes,Extremely risky,No,Don't know,Sometimes,Sometimes,Frequently,Never,Never,2.0,Sometimes,Sometimes,Frequently,Never,No,Yes,No,Yes,0.5% to < 1%,8.0,Yes,No,8,4,0% to 4.9%,3,Neither,Sell,2,7,No,Both,Paper mail,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,8,6,6,1,Lent money to the company,2,1,True,1,Lower fees/expenses,Can be tax-free,Don't know,Sell borrowed shares,No,Yes,0.609443224,1,3,1,2,2,8,6,8,4,8.0,3,1,3,2,1,3,3,2,5,3.0,2,2,2,2,68.0,Average
2018024547,Share decision-making,1,1,99,Prefer not to say,99,99,99,Prefer not to say,Prefer not to say,99,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Don't know,No Response Given,No Response Given,Prefer not to say,3,Prefer not to say,No,No Response Given,No Response Given,No Response Given,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,No Response Given,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,No Response Given,Prefer not to say,Prefer not to say,99,99,Prefer not to say,2,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,4,3,4 - Neither agree nor disagree,2,Lent money to the company,98,2,False,1,Don't know,Can be tax-free,$500,Don't know,Yes,No,0.609443224,2,3,1,2,2,4,3,0,0,No Response Given,0,0,0,0,0,3,3,2,3,No Response Given,0,0,0,2,20.0,Low
2018024560,Share decision-making,1,1,1,No,2,2,2,No,No,2,No,No,No,No,None,"$1,000,000 or more",No,No Response Given,No Response Given,No,2,More than half,Yes,Extremely risky,No,No,Never,Never,Frequently,Never,Never,No Response Given,Never,Never,Frequently,Never,Don't know,Yes,No,No,1% to < 2%,8.0,No,No,9,8,5% to 9.9%,2,Neither,Neither,2,9,Yes,Protecting institutions,Paper mail,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,10,6,7 - Strongly agree,1,Lent money to the company,2,1,False,1,Less risky short term,Lower risk,$0,Sell borrowed shares,Yes,Yes,0.609443224,2,3,1,2,3,10,6,9,8,8.0,3,1,1,1,1,3,3,4,3,No Response Given,2,2,2,2,69.0,Average
2018024563,Share decision-making,1,1,1,Yes,1,2,1,Don't know,No,2,No,No,No,No,4 to 10 times,"$500,000 to < $1,000,000",Don't know,No Response Given,No Response Given,Don't know,3,Less than half,Yes,Moderately risky,No,No,Frequently,Sometimes,Never,Never,Never,2.0,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,9.0,No,No,7,7,0% to 4.9%,2,Neither,Don't know,2,7,Yes,Both,Email delivery,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,2,2,4 - Neither agree nor disagree,2,Lent money to the company,98,1,True,98,Don't know,Don't know,$500,Sell at a loss,Yes,Yes,0.910655279,2,3,1,1,3,2,2,7,7,9.0,3,3,1,2,1,3,3,2,3,3.0,0,0,2,0,53.0,Average
2018024569,Primary decision-maker,1,1,2,No,2,2,1,No,No,2,No,No,No,No,None,"$25,000 to < $50,000",Don't know,No Response Given,No Response Given,Don't know,4,None,No,No Response Given,No Response Given,No Response Given,Frequently,Frequently,Never,Never,Never,1.0,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,10.0,No,No,8,8,Don't know,2,Neither,Neither,1 - Strongly disagree,10 - Extremely confident,Yes,Both,Paper mail,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,No Response Given,6,5,7 - Strongly agree,1,Can vote on shareholder resolutions,98,1,True,98,Don't know,Lower risk,$500,Don't know,No,Yes,0.910655279,2,3,1,1,1,6,5,8,8,10.0,1,1,1,2,1,3,3,1,3,5.0,2,0,2,0,62.0,Average
2018024586,Primary decision-maker,1,1,1,No,1,2,2,No,No,2,No,No,No,No,1 to 3 times,"$25,000 to < $50,000",Don't know,No Response Given,No Response Given,Don't know,3,More than half,Yes,Extremely risky,No,No,Never,Never,Sometimes,Never,Never,No Response Given,Never,Never,Sometimes,Never,No,Yes,No,No,Less than 0.5%,9.0,No,No,8,8,5% to 9.9%,98,Neither,Don't know,1 - Strongly disagree,3,No,Both,Paper mail,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No Response Given,7,5,6,1,Lent money to the company,2,1,False,1,Lower fees/expenses,Can be tax-free,$0,Sell borrowed shares,No,Yes,0.609443224,1,3,1,2,3,7,5,8,8,9.0,3,3,1,1,1,3,3,2,0,No Response Given,2,2,2,2,62.0,Average
2018024601,Primary decision-maker,1,1,1,Yes,2,2,2,No,Yes,2,No,No,No,No,11 times or more,"$50,000 to < $100,000",Yes,Yes,No,Yes,2,Less than half,Yes,Moderately risky,No,Yes,Sometimes,Frequently,Frequently,Frequently,Never,1.0,Frequently,Sometimes,Sometimes,Never,No,Yes,No,Yes,1% to < 2%,8.0,No,Yes,8,7,0% to 4.9%,2,Neither,Buy,6,7,Yes,Both,In-person meeting,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No Response Given,Yes,No Response Given,8,5,6,1,Own a part of the company,2,1,True,2,Lower fees/expenses,Greater demand,$250,Sell at a loss,Yes,No,0.874876747,1,2,2,2,3,8,5,8,7,8.0,3,1,1,1,1,3,3,4,3,5.0,2,2,2,0,67.0,Average
2018024614,Primary decision-maker,2,1,1,No,2,2,2,No,No,1,No,No,No,No,1 to 3 times,"$25,000 to < $50,000",Yes,No,No Response Given,Don't know,2,More than half,Yes,Very risky,No,Don't know,Never,Sometimes,Frequently,Never,Never,No Response Given,Sometimes,Sometimes,Frequently,Never,No,Yes,No,No,0.5% to < 1%,5.0,No,No,6,4,5% to 9.9%,98,Bought,Neither,4 - Neither agree nor disagree,6,Don't know,Both,Paper mail,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No Response Given,No,No,6,4,5,1,Don't know,2,1,Don't know,1,Less likely to decline,Can be tax-free,$0,Sell borrowed shares,Yes,No,0.910655279,2,3,1,1,1,6,4,6,4,5.0,3,1,1,1,3,1,3,4,0,No Response Given,2,2,2,2,50.0,Average
2018024618,Primary decision-maker,1,1,1,No,2,2,2,No,Yes,2,No,No,No,No,None,"$10,000 to < $25,000",Don't know,No Response Given,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Never,Sometimes,Frequently,Never,Never,No Response Given,Never,Never,Never,Never,No,No,No,No,Do not pay any fees,9.0,No,No,9,8,5% to 9.9%,2,Neither,Buy,2,7,Don't know,Both,Email delivery,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,6,5,7 - Strongly agree,1,Lent money to the company,2,1,True,1,Lower fees/expenses,Can be tax-free,Don't know,Sell at a loss,Yes,Yes,0.609443224,1,3,1,2,2,6,5,9,8,9.0,3,1,1,1,1,3,3,2,3,No Response Given,2,2,2,2,63.0,Average
2018024624,Primary decision-maker,1,1,1,No,1,2,1,No,No,2,No,No,No,Yes,1 to 3 times,"$250,000 to < $500,000",No,No Response Given,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Never,Frequently,Sometimes,Never,Never,No Response Given,Frequently,Never,Never,Never,Don't know,Yes,Don't know,Yes,1% to < 2%,5.0,No,No,7,6,Don't know,2,Neither,Don't know,4 - Neither agree nor disagree,5,Don't know,Both,Email delivery,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,No Response Given,7,4,4 - Neither agree nor disagree,1,Lent money to the company,2,1,Don't know,1,Lower fees/expenses,Can be tax-free,$0,Sell borrowed shares,Yes,Yes,0.609443224,1,3,1,2,3,7,4,7,6,5.0,3,3,1,2,1,3,3,2,3,No Response Given,2,2,2,2,58.0,Average
2018024634,Share decision-making,2,1,1,No,2,2,2,No,Yes,2,No,No,No,No,Don't know,"$50,000 to < $100,000",No,No Response Given,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Frequently,Sometimes,Sometimes,Never,Never,1.0,Sometimes,Never,Never,Never,No,No,No,No,Less than 0.5%,6.0,Don't know,No,6,7,15% to 19.9%,3,Neither,Neither,6,6,No,Protecting investors,Paper mail,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No Response Given,No Response Given,No,7,5,5,1,Lent money to the company,1,1,False,5,Don't know,Lower risk,$250,Sell at a loss,No,Yes,0.609443224,1,3,1,2,2,7,5,6,7,6.0,3,1,1,1,1,1,3,2,5,5.0,2,0,2,0,58.0,Average
2018024658,Share decision-making,1,1,1,No,2,2,2,No,No,2,No,No,No,No,4 to 10 times,"$5,000 to < $10,000",No,No Response Given,No Response Given,No,3,More than half,Yes,Don't know,No,No,Never,Never,Never,Never,Never,No Response Given,Never,Never,Frequently,Never,No,Yes,No,No,Don't know,No Response Given,No,No,6,1,Don't know,2,Neither,Don't know,1 - Strongly disagree,Don't know,Don't know,Protecting investors,Paper mail,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,No Response Given,5,5,5,1,Don't know,2,1,True,1,Don't know,Lower risk,$0,Sell borrowed shares,Yes,Yes,2.714459446,2,1,1,1,1,5,5,6,1,No Response Given,3,1,1,1,1,3,3,2,3,No Response Given,2,2,2,2,43.0,Below Average
2018024661,Primary decision-maker,1,1,1,No,1,2,2,No,Yes,2,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",Don't know,No Response Given,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Frequently,Sometimes,Never,Never,Never,2.0,Never,Frequently,Never,Never,Yes,No,Don't know,Yes,1% to < 2%,7.0,Yes,No,6,3,10% to 14.9%,3,Bought,Neither,4 - Neither agree nor disagree,8,Yes,Protecting investors,Access on Internet,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No Response Given,No,No Response Given,7,5,7 - Strongly agree,1,Don't know,98,1,False,1,Don't know,Lower risk,Don't know,Don't know,Yes,No,0.609443224,2,3,2,2,2,7,5,6,3,7.0,3,3,1,1,1,3,3,2,5,3.0,2,0,2,2,59.0,Average
2018024666,Share decision-making,1,1,1,Yes,1,2,1,No,No,2,No,No,No,No,1 to 3 times,"$250,000 to < $500,000",Don't know,No Response Given,No Response Given,Yes,2,Less than half,No,No Response Given,No Response Given,No Response Given,Frequently,Frequently,Frequently,Sometimes,Sometimes,1.0,Sometimes,Frequently,Sometimes,Sometimes,No,No,No,No,Less than 0.5%,8.0,Yes,Yes,8,8,0% to 4.9%,2,Neither,Neither,4 - Neither agree nor disagree,8,Yes,Protecting investors,In-person meeting,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No Response Given,No,No Response Given,8,6,4 - Neither agree nor disagree,1,Can vote on shareholder resolutions,1,1,True,1,Lower fees/expenses,Lower risk,$250,Sell at a loss,Yes,Yes,0.910655279,2,3,1,1,2,8,6,8,8,8.0,3,3,1,2,1,3,3,4,3,5.0,2,0,2,2,72.0,High
2018024667,Primary decision-maker,1,1,1,Yes,1,1,1,No,No,1,No,No,No,No,4 to 10 times,Prefer not to say,Yes,No,No Response Given,No,3,More than half,Yes,Extremely risky,No,No,Sometimes,Sometimes,Frequently,Never,Never,1.0,Sometimes,Sometimes,Sometimes,Never,Yes,Yes,Yes,No,Less than 0.5%,10.0,Yes,Yes,7,6,5% to 9.9%,2,Neither,Neither,4 - Neither agree nor disagree,6,Don't know,Both,None of the above,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No Response Given,No Response Given,No Response Given,6,5,5,1,Lent money to the company,1,1,False,1,Lower fees/expenses,Can be tax-free,$0,Prefer not to say,No,Yes,0.609443224,1,3,1,2,3,6,5,7,6,10.0,3,3,3,2,3,3,3,2,3,5.0,2,0,2,2,70.0,High
2018024674,Share decision-making,1,1,2,No,1,2,1,No,Yes,2,No,No,No,No,1 to 3 times,Don't know,Don't know,No Response Given,No Response Given,No,4,Less than half,Yes,Very risky,No,No,Never,Frequently,Sometimes,Never,Never,No Response Given,Never,Sometimes,Sometimes,Never,No,Yes,No,No,Less than 0.5%,7.0,Yes,No,6,5,5% to 9.9%,2,Neither,Neither,4 - Neither agree nor disagree,4,No,Protecting institutions,Paper mail,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No Response Given,Yes,No Response Given,7,5,5,1,Lent money to the company,2,1,False,1,Less risky short term,Can be tax-free,$250,Don't know,Yes,No,0.609443224,1,3,1,2,1,7,5,6,5,7.0,1,3,1,2,1,3,3,1,3,No Response Given,2,2,2,2,56.0,Average
