NFCSID,A1,A2,A3,Individual Stocks,B2_2,Mutual Funds,Bonds,B2_5,B2_6,B2_7,B2_8,B3,B4,B5,B6,B8,Risk Tolerance,B11,Decision-Making Autonomy,Retirement Plan,Retirement Contributions,C4,C5_1,C5_2,C5_3,C5_4,C5_5,C6,C7,C8,C9,C10_1,C10_2,C10_3,C11,Reads Statements,C13,Clarity Satisfaction,C15,C16_1,C16_2,C16_3,Confidence in Investing,Confidence Comparing Returns,D2,D3,D4,Confidence Reading Disclosures,Confidence Avoiding Fraud,E1_3,E2,Reads Disclosures,E4,Regulatory Awareness,E6,Checking Account,Savings Account,F1_3,F1_4,F1_5,F1_6,F1_7,F1_8,F1_9,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F3_8,F4,F5,Investment Confidence,Self-Rated Knowledge,Objective Knowledge 1 (Company Ownership),Objective Knowledge 2 (Shareholder Rights),Objective Knowledge 3 (Security Type),Objective Knowledge 4 (True/False),Objective Knowledge 5 (Diversification),Objective Knowledge 6 (Expected Return),Objective Knowledge 7 (Real vs Nominal),Objective Knowledge 8 (Municipal Bonds),Objective Knowledge 9 (Math Problem),Objective Knowledge 10 (Short Selling),G14_1,G14_2,G14_3,G14_4,G14_98,G14_99,H2,H3,WGT1,S_Gender,S_Age,S_Ethnicity,S_Education,S_Income,Checking Account_score,Savings Account_score,Retirement Plan_score,Retirement Contributions_score,Individual Stocks_score,Mutual Funds_score,Bonds_score,Self-Rated Knowledge_score,Investment Confidence_score,Objective Knowledge 1 (Company Ownership)_score,Objective Knowledge 2 (Shareholder Rights)_score,Objective Knowledge 3 (Security Type)_score,Objective Knowledge 4 (True/False)_score,Objective Knowledge 5 (Diversification)_score,Objective Knowledge 6 (Expected Return)_score,Objective Knowledge 7 (Real vs Nominal)_score,Objective Knowledge 8 (Municipal Bonds)_score,Objective Knowledge 9 (Math Problem)_score,Objective Knowledge 10 (Short Selling)_score,Risk Tolerance_score,Decision-Making Autonomy_score,Reads Statements_score,Reads Disclosures_score,Regulatory Awareness_score,Confidence in Investing_score,Confidence Comparing Returns_score,Confidence Reading Disclosures_score,Confidence Avoiding Fraud_score,Clarity Satisfaction_score,Total_Score,FinLit_Level
2015027881,Primary decision-maker,No,Yes,1,No,2,2,No,No,No,No,None,"$25,000 to < $50,000",Yes,No,No,1,Less than half,1,No Response Given,No Response Given,No Response Given,Not at all important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,No,No Response Given,No Response Given,A great deal,A great deal,A great deal,No,2,10 - Extremely important,8,4 - Neither agree nor disagree,Yes,No,No,1,1,0–4.9%,Don't know,7 - Strongly agree,1,1,1 - Not at all confident,No,No Response Given,No Response Given,3,Paper by mail,1,2,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No Response Given,Yes,8,4,2,1,98,2,5,98,98,98,98,98,0,0,0,0,1,0,No,Yes,1.480255,1,2,1,1,2,3,1,No Response Given,No Response Given,3,1,1,2,3,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,5,3,2,No Response Given,3,No Response Given,No Response Given,No Response Given,No Response Given,3.0,33.0,Low
2015027899,Primary decision-maker,Yes,Yes,2,No,1,2,No,No,No,No,1 to 3 times,"$10,000 to < $25,000",No,No Response Given,No,2,More than half,1,No Response Given,No Response Given,No Response Given,Not at all important,Not at all important,Not at all important,Not at all important,Not at all important,Very important,No,No Response Given,No Response Given,Somewhat,A great deal,A great deal,No,3,8,8,5,Yes,No,No,8,7,5–9.9%,Don't know,3,7,7,7,Yes,2.0,Somewhat valuable,3,Online portal,2,2,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,8,6,1,2,2,1,1,4,98,3,1,1,1,0,0,0,0,0,Yes,Yes,1.229115,1,3,1,1,1,1,1,No Response Given,No Response Given,1,3,1,4,3,3,0,0,3,3,3.0,0.0,3.0,3.0,No Response Given,4,3,3,2.0,3,3.0,2.0,2.0,2.0,3.0,59.0,Below Average
2015027902,Primary decision-maker,Yes,Yes,2,No,1,2,Yes,No,No,No,None,"$250,000 to < $500,000",No,No Response Given,No,3,Don't know,3,1.0,2.0,No,Very important,Very important,Very important,Very important,Very important,Somewhat important,No,9,No,Don't know,Don't know,Don't know,No,2,9,7,6,No,Yes,No,6,6,5–9.9%,Better than market,5,8,6,7,No,No Response Given,No Response Given,3,Paper by mail,2,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No Response Given,No Response Given,6,6,4,98,98,1,98,3,3,3,98,98,1,0,0,0,0,0,No,Yes,1.229115,1,3,1,1,1,1,3,3.0,1.0,1,3,1,4,1,0,0,0,3,0,No Response Given,3.0,3.0,0.0,0.0,3,1,2,No Response Given,3,1.0,1.0,3.0,1.0,2.0,44.0,Below Average
2015027922,Primary decision-maker,Yes,Yes,1,Yes,2,2,Yes,No,No,No,None,"$1,000,000 or more",Don't know,No Response Given,No,3,None,1,No Response Given,No Response Given,No Response Given,Somewhat important,Somewhat important,Somewhat important,Not at all important,Somewhat important,Very important,No,No Response Given,No Response Given,A great deal,A great deal,A great deal,No,3,10 - Extremely important,10,3,No,No,Yes,8,7,10–14.9%,Better than market,3,5,7,6,No,No Response Given,No Response Given,1,Paper by mail,2,2,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,10,6,1,2,2,1,1,6,1,1,1,2,1,0,0,0,0,0,Yes,Yes,1.229115,1,3,1,1,3,1,1,No Response Given,No Response Given,3,1,1,4,5,3,0,0,3,3,1.0,No Response Given,No Response Given,3.0,No Response Given,3,3,3,No Response Given,3,3.0,2.0,0.0,2.0,5.0,53.0,Below Average
2015027932,Primary decision-maker,Yes,Yes,1,No,1,2,No,No,No,No,1 to 3 times,"$500,000 to < $1,000,000",Don't know,No Response Given,No,3,More than half,1,No Response Given,No Response Given,No Response Given,Not at all important,Somewhat important,Very important,Somewhat important,Not at all important,Somewhat important,No,No Response Given,No Response Given,A great deal,Somewhat,Somewhat,No,3,9,8,5,Yes,No,No,6,98,0–4.9%,Same as market,5,4,4,4,Don't know,No Response Given,No Response Given,98,Electronic by email,2,2,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Don't know,Don't know,No,No,No Response Given,No Response Given,7,5,1,98,1,1,1,3,98,98,98,98,1,0,0,0,0,0,No,Yes,1.229115,1,3,1,1,2,1,1,No Response Given,No Response Given,3,3,1,3,2,3,0,3,3,3,No Response Given,0.0,0.0,0.0,0.0,3,3,3,No Response Given,0,1.0,0.0,No Response Given,No Response Given,3.0,39.0,Low
2015027949,Share decision-making,Yes,Yes,1,No,2,2,No,No,No,No,None,"$5,000 to < $10,000",Don't know,No Response Given,Yes,3,Less than half,1,No Response Given,No Response Given,No Response Given,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,Very important,No,No Response Given,No Response Given,Somewhat,Somewhat,A great deal,No,2,10 - Extremely important,8,4 - Neither agree nor disagree,Don't know,No,No,6,6,0–4.9%,Same as market,5,6,7,7,Yes,2.0,Somewhat valuable,3,Paper by mail,2,2,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No Response Given,No,6,4,98,2,1,98,3,98,98,2,2,3,1,0,0,0,0,0,Yes,Yes,1.480255,2,2,1,1,2,1,1,No Response Given,No Response Given,3,1,1,2,1,0,0,3,0,0,0.0,0.0,No Response Given,No Response Given,No Response Given,3,3,2,2.0,3,1.0,1.0,1.0,2.0,3.0,34.0,Low
2015028063,Share decision-making,Yes,Yes,2,No,1,2,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",No,No Response Given,No,3,More than half,2,1.0,2.0,No,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,No,7,Yes,Somewhat,Somewhat,A great deal,No,3,6,6,4 - Neither agree nor disagree,Don't know,Don't know,Don't know,9,5,10–14.9%,Better than market,5,5,3,5,Yes,2.0,Somewhat valuable,3,Paper by mail,1,2,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No Response Given,No,7,5,1,2,98,1,1,98,98,98,3,3,0,0,0,0,1,0,No,Yes,1.229115,1,3,1,1,1,3,1,3.0,1.0,1,3,1,3,2,3,0,0,3,3,0.0,0.0,0.0,No Response Given,No Response Given,3,2,3,2.0,3,4.0,0.0,0.0,No Response Given,1.0,45.0,Below Average
2015028072,Share decision-making,Yes,Yes,1,No,1,2,No,No,No,No,None,"$50,000 to < $100,000",Don't know,No Response Given,No,4,More than half,3,1.0,2.0,Yes,Not at all important,Very important,Very important,Very important,Very important,Very important,No,10 - Extremely clear,No,Not at all,Not at all,Not at all,No,2,6,8,7 - Strongly agree,Don't know,Yes,No,10,10,10–14.9%,Better than market,1 - Strongly disagree,7,8,9,Don't know,No Response Given,No Response Given,1,Electronic by email,2,2,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No Response Given,No Response Given,6,5,1,2,98,1,98,4,98,98,1,3,0,0,0,0,1,0,No,Yes,1.229115,2,3,1,1,1,1,1,3.0,1.0,3,3,1,3,1,3,0,0,3,0,3.0,0.0,0.0,3.0,No Response Given,1,1,2,No Response Given,3,5.0,5.0,2.0,3.0,3.0,54.0,Below Average
2015028090,Primary decision-maker,Yes,Yes,1,No,2,2,No,No,No,No,Don't know,"$25,000 to < $50,000",Don't know,No Response Given,No,4,Don't know,3,1.0,3.0,No,Don't know,Don't know,Very important,Very important,Very important,Somewhat important,No,Don't know,No,Don't know,Don't know,Don't know,No,2,Don't know,98,Don't know,Don't know,Don't know,Don't know,98,98,Don't know,Don't know,Don't know,98,98,Don't know,Don't know,No Response Given,No Response Given,98,In-person meeting,98,98,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,3,3,1,98,98,98,98,98,98,98,98,3,0,0,0,0,1,0,No,No,1.229115,2,3,1,1,1,0,0,3.0,2.0,3,1,1,1,0,3,0,0,0,0,0.0,0.0,0.0,0.0,No Response Given,1,1,2,No Response Given,0,0.0,0.0,0.0,0.0,0.0,18.0,Bad
2015028111,Primary decision-maker,Yes,Yes,1,Yes,2,2,Yes,No,No,No,4 to 10 times,"$250,000 to < $500,000",Yes,No,No,2,Less than half,2,1.0,3.0,Yes,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Yes,7,Yes,Somewhat,A great deal,A great deal,No,3,8,8,6,No,Yes,No,7,8,15–19.9%,Better than market,5,7,8,8,Yes,1.0,Somewhat valuable,4,Electronic by email,2,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Don't know,Yes,Yes,Don't know,Yes,No,No Response Given,9,7,1,2,3,1,4,98,1,3,1,4,1,0,1,0,0,0,Yes,No,0.996739,1,1,1,2,3,1,3,3.0,2.0,3,1,1,5,4,3,0,0,3,0,0.0,No Response Given,3.0,3.0,3.0,4,2,3,1.0,0,2.0,3.0,2.0,3.0,3.0,61.0,Average
2015028132,Primary decision-maker,Yes,Yes,1,No,2,2,No,Yes,Yes,Yes,11 times or more,"$250,000 to < $500,000",Yes,Yes,Yes,1,More than half,1,No Response Given,No Response Given,No Response Given,Somewhat important,Very important,Very important,Very important,Very important,Very important,Yes,No Response Given,No Response Given,Somewhat,Somewhat,Somewhat,Yes,3,10 - Extremely important,10,7 - Strongly agree,Yes,No,No,10,9,5–9.9%,Same as market,4 - Neither agree nor disagree,6,6,4,Yes,3.0,Somewhat valuable,1,Online portal,1,1,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,9,7,1,2,3,1,1,4,2,3,2,4,1,0,0,0,0,0,Yes,No,0.996739,1,1,1,2,2,3,3,No Response Given,No Response Given,3,1,1,5,4,3,0,0,3,3,3.0,No Response Given,3.0,No Response Given,3.0,5,3,3,3.0,3,5.0,4.0,1.0,1.0,5.0,71.0,Average
2015028142,Share decision-making,No,Yes,1,No,2,2,Yes,Yes,No,No,Don't know,"$250,000 to < $500,000",Don't know,No Response Given,Yes,3,Don't know,2,1.0,3.0,Yes,Not at all important,Very important,Very important,Very important,Very important,Very important,No,8,No,Not at all,Somewhat,Somewhat,No,2,8,8,5,No,Yes,Yes,8,4,5–9.9%,Same as market,2,6,5,6,Yes,1.0,Not at all valuable,2,In-person meeting,2,1,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,8,5,1,2,2,2,1,4,98,98,1,3,0,0,0,0,1,0,No,Yes,1.229115,2,3,1,1,1,1,3,3.0,2.0,3,1,1,3,3,3,0,0,0,3,3.0,0.0,0.0,3.0,No Response Given,3,2,2,1.0,1,3.0,No Response Given,1.0,0.0,3.0,48.0,Below Average
2015028157,Primary decision-maker,Yes,Yes,1,No,1,2,Yes,No,No,No,11 times or more,"$100,000 to < $250,000",Yes,Yes,No,1,More than half,1,No Response Given,No Response Given,No Response Given,Very important,Very important,Very important,Very important,Very important,Very important,No,No Response Given,No Response Given,A great deal,A great deal,A great deal,No,3,9,8,6,Yes,Yes,No,2,1,0–4.9%,Worse than market,7 - Strongly agree,1,1,1 - Not at all confident,Yes,3.0,Somewhat valuable,2,In-person meeting,1,1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No Response Given,No,7,7,1,2,2,2,1,3,2,1,2,4,1,0,0,0,0,0,Yes,Yes,1.229115,1,3,1,1,1,3,3,No Response Given,No Response Given,3,3,1,5,2,3,0,0,0,3,No Response Given,No Response Given,No Response Given,No Response Given,3.0,5,3,3,3.0,1,No Response Given,No Response Given,No Response Given,No Response Given,3.0,47.0,Below Average
2015028207,Primary decision-maker,Yes,Yes,1,Yes,1,2,Yes,Yes,No,No,None,"$250,000 to < $500,000",No,No Response Given,No,4,More than half,3,1.0,5.0,Yes,Very important,Very important,Very important,Very important,Very important,Very important,Yes,10 - Extremely clear,No,Not at all,A great deal,A great deal,Yes,3,10 - Extremely important,10,4 - Neither agree nor disagree,Yes,No,No,10,10,Don't know,Same as market,4 - Neither agree nor disagree,98,98,Don't know,No,No Response Given,No Response Given,3,Paper by mail,2,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No Response Given,No,8,6,1,1,3,1,4,98,98,2,2,3,1,0,0,0,0,0,Yes,No,0.592976,2,3,2,2,3,1,3,3.0,No Response Given,3,3,1,4,3,3,3,0,3,0,0.0,0.0,No Response Given,No Response Given,No Response Given,1,1,3,No Response Given,3,5.0,5.0,0.0,0.0,5.0,53.0,Below Average
2015028210,Primary decision-maker,Yes,Yes,1,No,2,2,No,No,No,No,None,"$100,000 to < $250,000",Don't know,No Response Given,No,3,More than half,98,No Response Given,No Response Given,No Response Given,Very important,Very important,Very important,Very important,Very important,Very important,No,No Response Given,No Response Given,Somewhat,A great deal,A great deal,No,2,6,7,6,Don't know,Don't know,Don't know,6,6,5–9.9%,Same as market,3,6,6,6,No,No Response Given,No Response Given,2,Paper by mail,2,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,7,6,1,1,2,1,5,4,98,3,2,4,1,1,0,0,0,0,No,No,1.229115,1,3,1,1,2,1,3,No Response Given,No Response Given,3,1,1,4,2,3,3,0,3,0,3.0,0.0,3.0,No Response Given,3.0,3,0,2,No Response Given,1,1.0,1.0,1.0,1.0,2.0,45.0,Below Average
2015028232,Primary decision-maker,No,Yes,1,No,2,2,No,No,No,No,None,"< $2,000",Don't know,No Response Given,No,4,None,3,98.0,1.0,No,Don't know,Don't know,Don't know,Don't know,Don't know,Very important,No,1 - Not at all clear,No,A great deal,A great deal,Not at all,Don't know,1,1 - Not at all important,1,4 - Neither agree nor disagree,Don't know,Don't know,Don't know,1,1,Don't know,Worse than market,7 - Strongly agree,1,1,1 - Not at all confident,No,No Response Given,No Response Given,2,Paper by mail,2,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Response Given,No,1,1,1,2,98,1,98,98,98,1,98,98,0,0,0,0,1,0,No,Yes,1.229115,2,3,1,1,1,1,1,0.0,0.0,3,1,1,0,0,3,0,0,3,0,0.0,0.0,No Response Given,0.0,0.0,1,1,1,No Response Given,1,No Response Given,No Response Given,No Response Given,No Response Given,No Response Given,17.0,Bad
2015028260,Share decision-making,Yes,Yes,2,Yes,2,2,No,Yes,No,No,None,Prefer not to say,No,No Response Given,No,3,None,1,No Response Given,No Response Given,No Response Given,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,No,No Response Given,No Response Given,Somewhat,Somewhat,A great deal,No,2,9,10,6,No,No,Yes,5,5,Don't know,Same as market,6,4,4,4,Don't know,No Response Given,No Response Given,3,Paper by mail,2,2,Yes,Yes,Yes,Don't know,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,5,4,1,2,98,1,1,5,98,3,1,2,1,0,0,0,0,0,No,Yes,1.229115,2,3,1,1,1,1,1,No Response Given,No Response Given,1,1,1,2,0,3,0,0,3,3,2.0,0.0,3.0,3.0,No Response Given,3,3,2,No Response Given,3,0.0,0.0,No Response Given,No Response Given,5.0,40.0,Below Average
2015028275,Primary decision-maker,No,Yes,2,Don't know,1,2,No,Yes,No,Don't know,1 to 3 times,"$25,000 to < $50,000",No,No Response Given,No,3,Less than half,2,2.0,2.0,No,Somewhat important,Very important,Very important,Very important,Somewhat important,Not at all important,No,4,No,Somewhat,Somewhat,Somewhat,No,2,9,7,6,No,No,No,5,5,Don't know,Same as market,4 - Neither agree nor disagree,3,4,5,Don't know,No Response Given,No Response Given,98,Paper by mail,2,2,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Don't know,No,No,No Response Given,No,5,3,1,2,2,1,5,98,98,98,2,3,1,0,0,0,0,0,Yes,Yes,1.229115,1,3,1,1,1,1,1,1.0,1.0,1,3,1,1,0,3,0,0,3,0,0.0,0.0,0.0,No Response Given,No Response Given,3,2,2,No Response Given,0,0.0,0.0,No Response Given,No Response Given,2.0,25.0,Low
2015028295,Share decision-making,Yes,Yes,1,No,1,2,No,No,No,No,1 to 3 times,"$50,000 to < $100,000",No,No Response Given,Yes,3,Less than half,1,No Response Given,No Response Given,No Response Given,Not at all important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,No,No Response Given,No Response Given,A great deal,A great deal,A great deal,No,3,10 - Extremely important,10,5,Yes,No,No,10,4,5–9.9%,Better than market,1 - Strongly disagree,8,8,7,Yes,1.0,Not at all valuable,2,Electronic by email,2,1,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,7,4,1,98,2,2,1,3,98,98,3,4,1,0,0,0,0,0,Yes,No,1.229115,2,3,1,1,2,1,3,No Response Given,No Response Given,3,3,1,2,2,3,0,0,0,3,No Response Given,0.0,0.0,No Response Given,3.0,3,3,3,1.0,1,5.0,No Response Given,3.0,3.0,5.0,51.0,Below Average
2015028296,Primary decision-maker,Yes,Yes,1,No,1,2,Yes,Yes,No,Yes,11 times or more,"$250,000 to < $500,000",Yes,No,Yes,2,More than half,3,1.0,4.0,Yes,Very important,Very important,Very important,Very important,Somewhat important,Very important,No,10 - Extremely clear,Yes,Don't know,Don't know,Don't know,No,3,8,10,6,No,Yes,No,10,10,5–9.9%,Better than market,1 - Strongly disagree,9,9,9,Yes,2.0,Very valuable,3,Paper by mail,2,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No Response Given,Yes,9,6,1,2,2,1,1,4,98,3,3,4,1,0,1,0,0,0,No,Yes,0.592976,1,3,1,2,3,1,3,3.0,3.0,3,3,1,4,4,3,0,0,3,3,3.0,0.0,3.0,No Response Given,3.0,4,1,3,2.0,3,5.0,5.0,4.0,4.0,5.0,79.0,Average
2015028327,Primary decision-maker,No,Yes,2,No,2,2,No,No,Yes,No,1 to 3 times,"$50,000 to < $100,000",No,No Response Given,No,1,None,1,No Response Given,No Response Given,No Response Given,Somewhat important,Not at all important,Somewhat important,Somewhat important,Somewhat important,Very important,No,No Response Given,No Response Given,A great deal,A great deal,A great deal,No,3,1 - Not at all important,8,5,No,Yes,No,6,1,<0% (negative),Better than market,1 - Strongly disagree,1,1,1 - Not at all confident,No,No Response Given,No Response Given,3,None of the above,2,1,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,No,7,5,1,2,2,1,98,3,1,1,3,3,0,0,0,0,1,0,No,Yes,1.480255,1,2,1,1,2,1,3,No Response Given,No Response Given,1,1,1,3,2,3,0,0,3,0,No Response Given,No Response Given,No Response Given,No Response Given,No Response Given,5,3,3,No Response Given,3,1.0,No Response Given,No Response Given,No Response Given,3.0,36.0,Low
2015028337,Share decision-making,Yes,Yes,2,No,1,2,Yes,Yes,No,No,None,"$100,000 to < $250,000",No,No Response Given,Yes,3,More than half,2,1.0,3.0,No,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,No,8,No,Not at all,Somewhat,Somewhat,No,2,5,6,6,Yes,No,No,3,1,5–9.9%,Same as market,3,2,1,1 - Not at all confident,Yes,2.0,Not at all valuable,4,Electronic by email,1,1,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No Response Given,Yes,7,4,1,2,2,1,1,3,98,1,2,4,1,1,0,0,0,0,No,Yes,1.229115,1,3,1,1,2,3,3,3.0,2.0,1,3,1,2,2,3,0,0,3,3,No Response Given,0.0,No Response Given,No Response Given,3.0,3,2,2,2.0,0,No Response Given,No Response Given,No Response Given,No Response Given,1.0,42.0,Below Average
2015028352,Primary decision-maker,Yes,Yes,1,No,1,2,No,No,No,No,11 times or more,"$100,000 to < $250,000",No,No Response Given,No,2,More than half,1,No Response Given,No Response Given,No Response Given,Not at all important,Somewhat important,Somewhat important,Very important,Not at all important,Somewhat important,No,No Response Given,No Response Given,Somewhat,Somewhat,Not at all,No,3,8,7,5,Yes,No,No,6,5,5–9.9%,Same as market,5,7,5,3,Yes,2.0,Somewhat valuable,2,Paper by mail,2,2,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,8,3,1,2,2,1,1,4,2,3,1,4,1,0,0,0,0,0,Yes,Yes,1.480255,2,2,1,1,2,1,1,No Response Given,No Response Given,3,3,1,1,3,3,0,0,3,3,3.0,No Response Given,3.0,3.0,3.0,4,3,3,2.0,1,1.0,0.0,2.0,0.0,2.0,52.0,Below Average
2015028353,Share decision-making,Yes,Yes,2,No,1,2,No,Yes,No,No,None,Don't know,Don't know,No Response Given,No,3,Less than half,2,1.0,4.0,Yes,Very important,Very important,Very important,Very important,Very important,Very important,No,6,Yes,Somewhat,A great deal,A great deal,No,2,10 - Extremely important,8,7 - Strongly agree,No,No,Yes,5,5,Don't know,Same as market,1 - Strongly disagree,6,6,3,No,No Response Given,No Response Given,3,In-person meeting,2,2,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No Response Given,Yes,4,3,2,98,2,2,4,98,98,1,98,2,0,0,0,0,1,0,No,Yes,1.480255,2,2,1,1,2,1,1,3.0,3.0,1,3,1,1,0,0,0,0,0,0,0.0,0.0,No Response Given,0.0,No Response Given,3,2,2,No Response Given,3,0.0,0.0,1.0,1.0,3.0,29.0,Low
2015028415,Primary decision-maker,Yes,Yes,1,No,2,2,No,No,No,No,1 to 3 times,"$100,000 to < $250,000",No,No Response Given,No,3,More than half,2,1.0,3.0,No,Not at all important,Very important,Very important,Somewhat important,Somewhat important,Very important,No,8,Yes,Somewhat,Not at all,Not at all,No,2,9,8,5,No,Yes,No,7,5,5–9.9%,Same as market,4 - Neither agree nor disagree,6,5,6,Yes,2.0,Somewhat valuable,3,Electronic by email,2,1,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No Response Given,No,7,5,1,2,2,1,1,3,2,98,2,2,1,0,0,0,0,0,Yes,Yes,1.229115,1,3,1,1,2,1,3,3.0,2.0,3,1,1,3,2,3,0,0,3,3,No Response Given,No Response Given,0.0,No Response Given,No Response Given,3,2,2,2.0,3,2.0,0.0,1.0,0.0,3.0,46.0,Below Average
2015028424,Share decision-making,No,Yes,1,No,2,2,No,Yes,No,No,None,"$50,000 to < $100,000",No,No Response Given,No,3,Less than half,1,No Response Given,No Response Given,No Response Given,Not at all important,Somewhat important,Somewhat important,Not at all important,Somewhat important,Very important,No,No Response Given,No Response Given,A great deal,A great deal,A great deal,No,2,10 - Extremely important,10,3,Yes,No,No,3,5,0–4.9%,Same as market,1 - Strongly disagree,3,5,3,No,No Response Given,No Response Given,3,Paper by mail,2,2,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No Response Given,No,3,3,2,2,1,1,5,98,98,98,2,98,1,0,0,0,0,0,No,Yes,1.229115,2,3,1,1,2,1,1,No Response Given,No Response Given,3,1,1,1,0,0,0,3,3,0,0.0,0.0,0.0,No Response Given,0.0,3,3,2,No Response Given,3,No Response Given,0.0,No Response Given,0.0,5.0,30.0,Low
2015028465,Primary decision-maker,Yes,Yes,1,Yes,1,1,No,No,No,No,1 to 3 times,"$500,000 to < $1,000,000",No,No Response Given,No,3,More than half,2,1.0,3.0,No,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Yes,10 - Extremely clear,Yes,A great deal,Don't know,Don't know,No,3,7,10,7 - Strongly agree,Yes,No,No,7,7,5–9.9%,Same as market,2,8,8,8,Yes,3.0,Very valuable,3,Paper by mail,2,1,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No Response Given,No,10,7,4,2,2,1,1,4,4,1,2,2,1,0,1,0,0,0,No,No,1.229115,2,3,1,1,3,1,3,3.0,2.0,3,3,3,5,5,0,0,0,3,3,3.0,No Response Given,No Response Given,No Response Given,No Response Given,3,2,3,3.0,3,2.0,2.0,3.0,3.0,5.0,66.0,Average
